Question	Rationale	Label
Does horseradish have a fetlock?	A fetlock is an ankle joint on a horse. Horseradish is a plant.	no
Does horseradish have a fetlock?	Fetlocks are a joint of the horses' foot and they are covered by feathers and fur. Horseradish is a vegetable.	no
Has CNES planted a French flag on the lunar surface?	CNES stands for the French Centre National d'Etudes Spatiales. To date, no nation has planted a flag on the surface of the moon.	no
Has CNES planted a French flag on the lunar surface?	The Centre National d'Etudes Spatiales (CNES), or the National Center for Space Studies, is France's national space agency. The CNES has not planted a French flag on the lunar surface.	no
Has CNES planted a French flag on the lunar surface?	The French space agency CNES has not planted a French flag on the lunar surface.	no
Has CNES planted a French flag on the lunar surface?	The CNES is a French governmental space agency. The first flag planted on the Lunar surface was by the Apollo 11 mission in 1969. The CNES was not involved in that mission.	no
Has CNES planted a French flag on the lunar surface?	The CNES (Centre national d'etudes spatiales) launched a satellite in 2019 that was designed to study the Moon, but they have not planted a French flag on the lunar surface.	no
Can the Very Large Telescope observe the largest mountain on Earth?	The Very Large Telescope (VLT) is located in Chile's Atacama Desert and is operated by the European Southern Observatory. The largest mountain on Earth is Mauna Kea, located in Hawaii. The VLT has a maximum resolution of 0.1 arcseconds, which is too small to observe a mountain.	no
Can the Very Large Telescope observe the largest mountain on Earth?	The Very Large Telescope is a collection of four 8.2-meter telescopes located on Cerro Paranal in Chile. The largest mountain on Earth is Mount Everest which is located in Nepal. The Very Large Telescope is only able to observe objects in the southern hemisphere and as such, would not be able to observe Mount Everest.	no
Can the Very Large Telescope observe the largest mountain on Earth?	The Very Large Telescope is an astronomical instrument that has a primary mirror with a diameter of 8.2 meters. The highest mountain on Earth is Mount Everest with a height of 8.8 km.	no
Can the Very Large Telescope observe the largest mountain on Earth?	The Very Large Telescope (VLT) is an astronomical telescope located at the Paranal Observatory in northern Chile. It can observe objects up to 26.2 magnitude in the visible spectrum. The largest mountain on Earth is Mount Everest, which is not visible to the VLT.	no
Can the Very Large Telescope observe the largest mountain on Earth?	The Very Large Telescope is located in Chile and is operated by the European Southern Observatory. The largest mountain on Earth, Mauna Kea is located in Hawaii.	no
Would Christopher Hitchens be very unlikely to engage in tonsure?	Tonsure typically involves shaving the head entirely, or removing a large portion of the hair. Christopher Hitchens was known for his full head of thick, long hair.	yes
Would Christopher Hitchens be very unlikely to engage in tonsure?	Christopher Hitchens was a renowned English polemicist, philosopher, and author. Tonsure is a religious practice that involves shaving the head as a sign of submission to a spiritual leader or a religious order.	yes
Would Christopher Hitchens be very unlikely to engage in tonsure?	Christopher Hitchens was a British writer and journalist who passed away in 2011. Tonsure is the practice of shaving the head or parts of the head to form a special design.	yes
Would Christopher Hitchens be very unlikely to engage in tonsure?	Tonsure is a religious rite for men to shave their heads in order to signify a devotion to a particular religion. Christopher Hitchens was an atheist and so was very unlikely to engage in tonsure.	yes
Would Christopher Hitchens be very unlikely to engage in tonsure?	Tonsure is a practice of shaving the head as an act of religious devotion. Christopher Hitchens was an atheist. It is very unlikely for an atheist to engage in a religious practice.	yes
Can Harry Potter book a flight on Asiana Airlines?	Asiana Airlines is a South Korean airline, and Harry Potter is a fictional character from a series of books.	no
Can Harry Potter book a flight on Asiana Airlines?	Asiana Airlines is the flag carrier airline of South Korea and with its headquarters located in Seoul. Harry Potter is a fictional character and thus couldn't book a flight on Asiana Airlines.	no
Can Harry Potter book a flight on Asiana Airlines?	Asiana Airlines is a South Korean airline, and Harry Potter is a fictional character.	no
Can Harry Potter book a flight on Asiana Airlines?	Harry Potter is a fictional character and therefore cannot book a flight on Asiana Airlines.	no
Can Harry Potter book a flight on Asiana Airlines?	Asiana Airlines is a South Korean airline. Harry Potter is a fictional character from the books and films written by J. K. Rowling.	no
Do Muslims have a different idea of Seraphim than Christians?	Muslims and Christians share the same belief in Seraphim, who are the highest order of angels in heaven.	no
Do Muslims have a different idea of Seraphim than Christians?	Seraphim is an angelic order. Muslims and Christians share the same beliefs regarding the existence of angels, just with different terminology. So the idea of seraphim is the same for both.	no
Is the Mona Lisa based on a real person?	The Mona Lisa is believed to have been painted by artist Leonardo da Vinci and is thought to be based on a real woman named Lisa Gherardini.	yes
Is the Mona Lisa based on a real person?	The Mona Lisa was painted by the Italian Renaissance artist, Leonardo da Vinci. It is widely believed to be based on the likeness of the Florentine noblewoman, Lisa Gherardini.	yes
Is the Mona Lisa based on a real person?	The Mona Lisa is widely believed to be a portrait of Lisa Gherardini, the wife of a prominent silk merchant in Florence in the 1500s.	yes
Is the Mona Lisa based on a real person?	The identity of the woman that the Mona Lisa is based on is not known, but it is widely accepted that it was indeed based on a real person.	yes
Is the Mona Lisa based on a real person?	The Mona Lisa is believed to be a painting of Lisa Gherardini, the wife of a Florentine merchant.	yes
Are quadrupeds represented on Chinese calendar?	The Chinese calendar is divided into twelve lunar cycles. Each of the twelve years in the cycle is represented by an animal, of which some are quadrupeds, such as the Rat, Ox, Tiger, Rabbit, and Pig.	yes
Are quadrupeds represented on Chinese calendar?	The traditional Chinese calendar is divided into twelve months, each of which contains at least one of the twelve animals associated with the Chinese zodiac. These twelve animals are rat, ox, tiger, rabbit, dragon, snake, horse, goat, monkey, rooster, dog, and pig. All of these animals are quadrupeds.	yes
Are quadrupeds represented on Chinese calendar?	Quadrupeds are a type of animal that have four legs. It is common to see animals, especially the 12 Chinese zodiac animals (rat, ox, tiger, rabbit, dragon, snake, horse, sheep, monkey, rooster, dog, pig) represented on the Chinese calendar.	yes
Are quadrupeds represented on Chinese calendar?	The Chinese calendar is representations of animals that consisted of 12 zodiacs, all of which are quadrupeds.	yes
Are quadrupeds represented on Chinese calendar?	The Chinese zodiac consists of 12 animals, including the rat, ox, tiger, rabbit, dragon, snake, horse, sheep, monkey, rooster, dog and pig. These animals are all quadrupeds,.	yes
